gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00      100       10  1.00  0.40 
    2       0.00       0.00      0.00      0.00      102       10  1.00  0.40 
    3       0.00       0.00      0.00      0.00       93        9  1.00  0.40 
    4       0.00       0.00      0.00      0.00      108       11  1.00  0.40 
    5       0.00       0.00      0.00      0.00       88       12  1.00  0.40 
    6       0.00       0.00      0.00      0.00       99       10  1.00  0.40 
    7       0.00       0.00      0.00      0.00       98       11  1.00  0.40 
    8       0.01       0.00      0.02      0.00       92       10  1.00  0.40 
    9       0.01       0.00      0.02      0.00       82       11  1.00  0.40 
   10       0.02       0.00      0.04      0.00      101        8  1.00  0.40 
   11       0.01       0.00      0.08      0.00      101       13  1.00  0.40 
   12       0.00       0.00      0.09      0.00      109       12  1.00  0.40 
   13      -0.03       0.00      0.12      0.00      102       13  1.00  0.40 
   14      -0.04       0.00      0.11      0.00      108        7  1.00  0.40 
   15      -0.04       0.00      0.09      0.00       90       12  1.00  0.40 
   16      -0.06       0.00      0.13      0.00      104        8  1.00  0.40 
   17      -0.05       0.00      0.10      0.00      101       10  1.00  0.40 
   18      -0.06       0.00      0.12      0.00       95       11  1.00  0.40 
   19      -0.08       0.00      0.18      0.00       98       10  1.00  0.40 
   20      -0.08       0.00      0.22      0.00       96       10  1.00  0.40 
   21      -0.07       0.00      0.19      0.00       90        9  1.00  0.40 
   22      -0.06       0.00      0.21      0.00      100       10  1.00  0.40 
   23      -0.05       0.00      0.19      0.00      101       13  1.00  0.40 
   24      -0.01       0.00      0.15      0.00      104        8  1.00  0.40 
   25       0.01       0.00      0.09      0.00      105       10  1.00  0.40 
   26       0.02       0.00      0.16      0.00       85       13  1.00  0.40 
   27       0.04       0.00      0.18      0.00       97        8  1.00  0.40 
   28       0.03      -0.15      0.19      0.09      102       11  1.00  0.40 
   29       0.04      -0.12      0.20      0.07       98       14  1.00  0.40 
   30       0.09       0.00      0.25      0.00       99        9  1.00  0.40 
   31       0.09       0.00      0.18      0.00       96        7  1.00  0.40 
   32       0.08       0.00      0.21      0.00       92        7  1.00  0.40 
   33       0.08       0.00      0.14      0.00       87        8  1.00  0.40 
   34       0.08       0.00      0.17      0.00      103       11  1.00  0.40 
   35       0.12       0.00      0.22      0.00       96       10  1.00  0.40 
   36       0.08       0.00      0.20      0.00       99        7  1.00  0.40 
   37       0.15       0.00      0.21      0.00      103        8  1.00  0.40 
   38       0.08       0.00      0.13      0.00       94       10  1.00  0.40 
   39       0.06       0.00      0.15      0.00      108       11  1.00  0.40 
   40       0.06       0.00      0.23      0.00      103       10  1.00  0.40 
   41       0.10       0.00      0.15      0.00      103        9  1.00  0.40 
   42       0.05       0.00      0.08      0.00       97       13  1.00  0.40 
   43       0.03       0.00      0.04      0.00      107        7  1.00  0.40 
   44       0.00       0.00      0.02      0.00      100       12  1.00  0.40 
   45       0.00       0.00      0.02      0.00       91       10  1.00  0.40 
   46       0.00       0.00      0.00      0.00      100       12  1.00  0.40 
   47       0.00       0.00      0.00      0.00       96       10  1.00  0.40 
   48       0.00       0.00      0.00      0.00      119       10  1.00  0.40 
   49       0.00       0.00      0.02      0.00      103       10  1.00  0.40 
   50      -0.02       0.00      0.04      0.00       97       12  1.00  0.40 
   51      -0.03       0.00      0.07      0.00      108       10  1.00  0.40 
   52      -0.03       0.00      0.08      0.00      101       10  1.00  0.40 
   53      -0.04       0.00      0.07      0.00      106        7  1.00  0.40 
   54      -0.04       0.00      0.07      0.00      115        8  1.00  0.40 
   55      -0.08       0.00      0.16      0.00      100        9  1.00  0.40 
   56      -0.10       0.00      0.17      0.00       89        7  1.00  0.40 
   57      -0.12       0.00      0.22      0.00      105        9  1.00  0.40 
   58      -0.10       0.00      0.23      0.00       86       12  1.00  0.40 
   59      -0.07       0.00      0.23      0.00      101        5  1.00  0.40 
   60      -0.01       0.00      0.21      0.00      101       10  1.00  0.40 
   61       0.01       0.00      0.23      0.00      112       11  1.00  0.40 
   62      -0.00       0.00      0.28      0.00      107        7  1.00  0.40 
   63      -0.01       0.00      0.33      0.00      101       11  1.00  0.40 
   64      -0.03       0.00      0.42      0.00      112       10  1.00  0.40 
   65      -0.06       0.00      0.55      0.00       88        7  1.00  0.40 
   66      -0.10       0.00      0.69      0.00      108        9  1.00  0.40 
